Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Latitude,Longitude,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8576188004,HCX9220,NY,PAS,01/01/2018,70,4DSD,NISSA,T,18810,40404,40404,20171220,19.0,19,19,365874,T103,EE,1106A,,NY,F,1752,E 91st St,,36.0319253,-95.8099996,0,408,j3,,YYYYYYY,,,GY,,2015,,0,19,70A-Reg. Sticker Expired (NYS),,,
8576187991,HCW4773,NY,PAS,01/01/2018,71,4DSD,BMW,T,18810,40404,40404,20191104,19.0,19,19,365874,T103,EE,1103A,,NY,F,1752,E 91st St,,36.0319253,-95.8099996,0,408,j6,,YYYYYYY,,,BK,,2012,,0,19,71A-Insp Sticker Expired (NYS),,,
8576187980,GYG2279,NY,PAS,01/01/2018,71,SUBN,MAZDA,T,18820,10110,10010,20190519,19.0,19,19,365874,T103,EE,1056A,,NY,F,350,E 92nd St,,40.7807605,-73.94698060000002,0,408,j6,,YYYYYYY,,,GY,,2015,,0,19,71A-Insp Sticker Expired (NYS),,,
8564538519,G23JJW,NJ,PAS,01/01/2018,46,SUBN,JEEP,T,49690,64790,23140,88880088,103.0,103,103,361789,T402,P,0605P,,Q,F,147-14,Hillside Ave,,40.70569830000001,-73.8089945,0,408,f1,,YYYYYYY,,,RED,,0,,0,T,46A-Double Parking (Non-COM),,,
8564538507,HSB6774,NY,PAS,01/01/2018,46,4DSD,BMW,T,21390,0,0,20191130,102.0,102,102,361789,T402,P,0537P,,Q,I,W,121st St,46ft N/of 95th Ave,40.8076723,-73.9531682,0,408,f1,,YYYYYYY,,,WH,,2016,,0,T,46A-Double Parking (Non-COM),,,
8564538489,HPA7710,NY,PAS,01/01/2018,71,SUBN,HONDA,T,64890,20730,20840,20190608,106.0,106,106,361789,T402,P,0457P,,Q,F,114-86,Sutter Ave,,40.6746274,-73.8235663,0,408,j6,,YYYYYYY,,,GR,,1999,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538477,HGE6775,NY,PAS,01/01/2018,71,4DSD,HONDA,T,56370,20090,20190,20180405,106.0,106,106,361789,T402,P,0421P,,Q,O,107-16,Muriel Ct,,40.6778819,-73.832573,0,408,j6,,YYYYYYY,,,GR,,1998,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538465,HNJ1020,NY,PAS,01/01/2018,71,SUBN,JEEP,T,22090,0,0,20181211,106.0,106,106,361789,T402,P,0326P,,Q,I,N,133rd Ave,30ft W/of 88th St,33.5201921,-112.3457533,0,408,j6,,YYYYYYY,,,BK,,2004,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538453,GPZ2817,NY,PAS,01/01/2018,71,4DSD,FORD,T,64890,16290,16490,20180601,106.0,106,106,361789,T402,P,0319P,,Q,F,78-08,Sutter Ave,,40.674531,-73.857987,0,408,j6,,YYYYYYY,,,BK,,2014,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538416,HMM9601,NY,PAS,01/01/2018,71,SUBN,ME/BE,T,19590,18740,68090,20181222,106.0,106,106,361789,T402,P,0210P,,Q,O,94-04,103rd Ave,,40.68190999999999,-73.8454749,0,408,j6,,YYYYYYY,,,BK,,2017,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538404,HKM7149,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,28890,0,0,20181102,102.0,102,102,361789,T402,P,0128P,,Q,I,N,Atlantic Ave,15ft W/of 81st St,28.338617,-80.60777,0,408,j6,,YYYYYYY,,,DKG,,2007,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538398,HGF2128,NY,PAS,01/01/2018,50,SUBN,HONDA,T,0,0,0,20180426,102.0,102,102,361789,T402,P,1254P,,Q,I,W,82nd St,0ft S/of 91st Ave,40.7851039,-73.9769031,0,408,e5,,YYYYYYY,,,BL,,2003,,0,T,50-Crosswalk,,,
8564538386,HGF2128,NY,PAS,01/01/2018,71,SUBN,HONDA,T,0,0,0,20180426,102.0,102,102,361789,T402,P,1253P,,Q,I,W,82nd St,0ft S/of 91st Ave,40.7851039,-73.9769031,0,408,j6,,YYYYYYY,,,BL,,2003,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538374,GPU1173,NY,PAS,01/01/2018,71,SUBN,HONDA,T,16590,18140,18190,20180518,102.0,102,102,361789,T402,P,1250P,,Q,F,90-14,80th St,,40.687542,-73.86139299999999,0,408,j6,,YYYYYYY,,,BK,,2016,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538350,HHV4587,NY,PAS,01/01/2018,40,4DSD,HYUND,T,17340,0,0,20180705,102.0,102,102,361789,T402,P,1240P,,Q,I,E,85th St,15ft N/of 91st Ave,40.7781416,-73.9544957,0,408,e2,,YYYYYYY,,,RD,,2017,,0,T,40-Fire Hydrant,,,
8564538349,GUX5754,NY,PAS,01/01/2018,71,4DSD,CHEVR,T,17490,18090,18240,20181102,102.0,102,102,361789,T402,P,1206P,,Q,O,89-17,86th Rd,,40.6946038,-73.8553448,0,408,j6,,YYYYYYY,,,GY,,2013,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538325,HLC7732,NY,PAS,01/01/2018,40,4DSD,HONDA,T,18290,19740,20090,20190123,102.0,102,102,361789,T402,P,1123A,,Q,F,104-50,91st Ave,,40.692578,-73.840176,0,408,e2,,YYYYYYY,,,RD,,1999,,0,T,40-Fire Hydrant,,,
8564538313,HFD6892,NY,PAS,01/01/2018,71,4DSD,BUICK,T,20390,51090,18290,20180410,102.0,102,102,361789,T402,P,1116A,,Q,F,87-49,110th St,,40.695012,-73.837034,0,408,j6,,YYYYYYY,,,TN,,2002,,0,T,71A-Insp Sticker Expired (NYS),,,
8564538301,HFD6892,NY,PAS,01/01/2018,40,4DSD,BUICK,T,20390,51090,18290,20180410,102.0,102,102,361789,T402,P,1114A,,Q,F,87-49,110th St,,40.695012,-73.837034,0,408,e2,,YYYYYYY,,,TN,,2002,,2,T,40-Fire Hydrant,,,
8549421698,GDM4028,NY,PAS,01/01/2018,71,4DSD,LEXUS,T,6380,8580,8630,20190106,66.0,66,66,366470,T302,O,0436P,,K,F,4000,13th Ave,,40.6400811,-73.98716979999999,0,408,j6,,YYYYYYY,,,BK,,2015,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421686,HTV1204,NY,PAS,01/01/2018,46,4DSD,HONDA,T,6380,8730,8780,20180817,66.0,66,66,366470,T302,O,0425P,,K,F,4315,13th Ave,,40.637894,-73.9888453,0,408,f1,,YYYYYYY,,,BK,,2017,,0,01,46A-Double Parking (Non-COM),,,
8549421674,HLC3195,NY,PAS,01/01/2018,71,4DSD,NISSA,T,8830,6380,6480,20181220,66.0,66,66,366470,T302,O,0419P,,K,F,1301,45th St,,38.5650164,-121.4482738,0,408,j6,,YYYYYYY,,,BK,,2015,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421662,HUS8057,NY,PAS,01/01/2018,20,SUBN,LINCO,T,6380,9230,9280,20190808,66.0,66,66,366470,T302,O,0352P,,K,F,5304,13th Ave,,40.6327586,-73.99476779999999,0,408,d,,YYYYYYY,,,BK,,2017,,0,01,20A-No Parking (Non-COM),,,
8549421649,HLH1099,NY,PAS,01/01/2018,71,SUBN,GMC,T,9530,6480,6580,20181020,66.0,66,66,366470,T302,O,0215P,,K,F,1407,59th St,,40.6280907,-73.9953302,0,408,j6,,YYYYYYY,,,MR,,2004,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421613,HBJ5193,NY,PAS,01/01/2018,70,4DSD,MAZDA,T,6380,9480,9530,20170920,66.0,66,66,366470,T302,O,0126P,,K,F,5802,13th Ave,,40.6299389,-73.99766009999999,0,408,j3,,YYYYYYY,,,GY,,2016,,0,01,70A-Reg. Sticker Expired (NYS),,,
8549421601,HBJ5193,NY,PAS,01/01/2018,71,4DSD,MAZDA,T,6380,9480,9530,20170920,66.0,66,66,366470,T302,O,0125P,,K,F,5802,13th Ave,,40.6299389,-73.99766009999999,0,408,j6,,YYYYYYY,,,GY,,2016,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421595,GRE6382,NY,PAS,01/01/2018,71,SUBN,CHRYS,T,9430,0,0,20180623,66.0,66,66,366470,T302,O,0116P,,K,I,S,57th St,40ft W/of New Utrech,42.9945969,-87.985039,0,408,j6,,YYYYYYY,,,BK,,2017,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421571,HJL8302,NY,PAS,01/01/2018,20,SUBN,CHEVR,T,9280,0,0,20180629,66.0,66,66,366470,T302,O,0105P,,K,I,N,54th St,10ft W/of 13th Ave,47.6677094,-122.333801,0,408,d,,YYYYYYY,,,GY,,2016,,0,01,20A-No Parking (Non-COM),,,
8549421546,HTV2641,NY,PAS,01/01/2018,71,SUBN,FORD,T,9030,6280,6380,20190831,66.0,66,66,366470,T302,O,1242P,,K,F,1215,49th St,,40.6362557,-73.9937234,0,408,j6,,YYYYYYY,,,BK,,2016,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421522,GYV4770,NY,PAS,01/01/2018,71,SUBN,TOYOT,T,8980,6280,6380,20170519,66.0,66,66,366470,T302,O,1235P,,K,F,1251,48th St,,33.9998306,-118.2976975,0,408,j6,,YYYYYYY,,,BK,,2015,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421510,HCM7699,NY,PAS,01/01/2018,70,4DSD,HONDA,T,8730,6380,6480,20171230,66.0,66,66,366470,T302,O,1222P,,K,F,1359,43rd St,,34.00582139999999,-118.2500519,0,408,j3,,YYYYYYY,,,GY,,2017,,0,01,70A-Reg. Sticker Expired (NYS),,,
8549421492,HBX1095,NY,PAS,01/01/2018,71,SUBN,CHRYS,T,8630,6280,6380,20191123,66.0,66,66,366470,T302,O,1156A,,K,F,1224,41st St,,40.6402954,-73.9892399,0,408,j6,,YYYYYYY,,,BL,,2011,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421467,HJE7985,NY,PAS,01/01/2018,71,SUBN,HONDA,T,8780,6380,6480,20180831,66.0,66,66,366470,T302,O,1142A,,K,F,1354,44th St,,40.63686149999999,-73.987973,0,408,j6,,YYYYYYY,,,GR,,2010,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421455,HDC6086,NY,PAS,01/01/2018,70,4DSD,NISSA,T,8780,6380,6480,20171223,66.0,66,66,366470,T302,O,1141A,,K,F,1354,44th St,,40.63686149999999,-73.987973,0,408,j3,,YYYYYYY,,,WH,,2017,,0,01,70A-Reg. Sticker Expired (NYS),,,
8549421431,HCF1144,NY,PAS,01/01/2018,71,SUBN,CHEVR,T,6480,8530,8580,20171231,66.0,66,66,366470,T302,O,1129A,,K,F,3922,14th Ave,,47.5684154,-122.3142873,0,408,j6,,YYYYYYY,,,GY,,2016,,0,01,71A-Insp Sticker Expired (NYS),,,
8549421420,HCF1144,NY,PAS,01/01/2018,70,SUBN,CHEVR,T,6480,8530,8580,20171231,66.0,66,66,366470,T302,O,1127A,,K,F,3922,14th Ave,,47.5684154,-122.3142873,0,408,j3,,YYYYYYY,,,GY,,2016,,0,01,70A-Reg. Sticker Expired (NYS),,,
8549187008,GYK5946,NY,PAS,01/01/2018,71,SUBN,HONDA,T,34880,13830,29630,20190625,70.0,70,70,366491,T302,D,0449P,,K,F,499,E 2nd St,,40.6391192,-73.9773785,0,408,j6,,YYYYYYY,,,RD,,2007,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186983,HMV9566,NY,PAS,01/01/2018,71,4DSD,HONDA,T,34880,32930,13930,20181130,70.0,70,70,366491,T302,D,0437P,,K,F,697,E 2nd St,,40.6342062,-73.9762765,0,408,j6,,YYYYYYY,,,WH,,2017,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186971,GVM4179,NY,PAS,01/01/2018,71,SUBN,LEXUS,T,34880,13930,6880,20190129,70.0,70,70,366491,T302,D,0432P,,K,F,768,E 2nd St,,40.6321504,-73.9765061,0,408,j6,,YYYYYYY,,,BK,,2015,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186958,HNJ1057,NY,PAS,01/01/2018,71,4DSD,TOYOT,T,34930,29630,32930,20181208,70.0,70,70,366491,T302,D,0328P,,K,F,613,E 3rd St,,40.6373703,-73.9759551,0,408,j6,,YYYYYYY,,,GY,,2009,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186934,HLK5655,NY,PAS,01/01/2018,71,2DSD,TOYOT,T,34930,29630,32930,20181024,70.0,70,70,366491,T302,D,0323P,,K,F,586,E 3rd St,,42.3366279,-71.0364167,0,408,j6,,YYYYYYY,,,WH,,1999,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186922,HDV3113,NY,PAS,01/01/2018,71,SUBN,FORD,T,34930,13830,29630,20180207,70.0,70,70,366491,T302,D,0318P,,K,F,485,E 3rd St,,31.9684497,-110.2919482,0,408,j6,,YYYYYYY,,,BL,,2004,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186909,HLA5772,NY,PAS,01/01/2018,71,SUBN,HONDA,T,35430,19630,29630,20181113,70.0,70,70,366491,T302,D,0134P,,K,F,246,Rugby Rd,,40.6435797,-73.9660373,0,408,j6,,YYYYYYY,,,RD,,2005,,0,09,71A-Insp Sticker Expired (NYS),,,
8549186892,HLA5728,NY,PAS,01/01/2018,71,4DSD,CHEVR,T,35430,19630,29630,20181106,70.0,70,70,366491,T302,D,0131P,,K,F,276,Rugby Rd,,40.6429028,-73.9658995,0,408,j6,,YYYYYYY,,,GY,,2007,,0,09,71A-Insp Sticker Expired (NYS),,,
5100101982,HVY3314,NY,PAS,01/01/2018,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0843P,,ST,,,MILFORD DR (E/B) @ C,LOVE RD,42.1398577,-71.5163049,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101970,HUS2114,NY,PAS,01/01/2018,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0841P,,QN,,,S CONDUIT AVE (E/B),@ BROOKVILLE BLVD,40.66564169999999,-73.793944,0,1111,D,T,,,,WH,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101969,HAW4973,NY,PAS,01/01/2018,7,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0840P,,BX,,,BOSTON RD (E/B) @ PE,LHAM PKWY,42.3600825,-71.0588801,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101957,HUR4161,NY,PAS,01/01/2018,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0837P,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,40.8628267,-73.9075921,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101933,HRU6668,NY,PAS,01/01/2018,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0836P,,BX,,,GRAND CONCOURSE (N/B,) @ E 162ND ST,40.8278259,-73.9215944,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101921,HTH2698,NY,PAS,01/01/2018,7,4DSD,DODGE,V,0,0,0,0,,0,0,0,,,0835P,,BX,,,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999,0,1111,D,T,,,,BK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101842,HHZ3102,PA,PAS,01/01/2018,7,SDN,HONDA,V,0,0,0,0,,0,0,0,,,0830P,,QN,,,SO CONDUIT AVE (E/B),@ 89TH ST,40.66564169999999,-73.793944,0,1111,D,T,,,,,,1997,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101830,HEX7455,NY,PAS,01/01/2018,7,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0829P,,QN,,,WHITESTONE EXPWY SVC,RD (N/B) @ 20TH AVE,40.781917,-73.824456,0,1111,D,T,,,,WH,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101829,HHA6566,NY,PAS,01/01/2018,7,2DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0828P,,BK,,,WILLIAMSBURG ST (S/B,) @ FLUSHING AVE,38.897187,-77.162273,0,1111,D,T,,,,BK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101787,G96JBY,NJ,PAS,01/01/2018,7,4 DR,PORSC,V,0,0,0,0,,0,0,0,,,0822P,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,39.368462,-76.566901,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101763,HAN6304,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0820P,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,40.6579899,-73.8961789,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101740,KJS4408,PA,PAS,01/01/2018,7,SW,MITSU,V,0,0,0,0,,0,0,0,,,0818P,,BX,,,ALLERTON AVE (W/B) @,BARNES AVE,40.8654236,-73.8519532,0,1111,D,T,,,,,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101738,M11HHW,NJ,PAS,01/01/2018,7,VAN,HONDA,V,0,0,0,0,,0,0,0,,,0817P,,MN,,,12TH AVE (S/B) @ 34T,H ST,38.9002104,-76.99024469999999,0,1111,D,T,,,,GRY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101714,HUH9617,NY,PAS,01/01/2018,7,4DSD,SATUR,V,0,0,0,0,,0,0,0,,,0816P,,QN,,,NORTHERN BLVD (W/B),@ MARATHON PKWY,39.368462,-76.566901,0,1111,D,T,,,,RD,,2004,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101702,HTS3698,NY,PAS,01/01/2018,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0811P,,BK,,,REMSEN AVE (N/B) @ L,ENOX RD,40.6467466,-73.91323109999999,0,1111,D,T,,,,BL,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101684,HSB3821,NY,PAS,01/01/2018,7,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0805P,,BK,,,WB ATLANTIC AVE @ LO,GAN ST,34.0522342,-118.2436849,0,1111,D,T,,,,BL,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101672,GZT1097,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0804P,,QN,,,FRANCIS LEWIS BLVD (,N/B) @ HILLSIDE AVE,40.7242617,-73.7641773,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101659,KDF9409,PA,PAS,01/01/2018,7,SDN,NISSA,V,0,0,0,0,,0,0,0,,,0803P,,QN,,,L.I.E. N. SVC ROAD (,W/B) @ COLLEGE PT BL,35.4465535,-97.6893353,0,1111,D,T,,,,,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101635,HAW5786,NY,PAS,01/01/2018,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0803P,,QN,,,QUEENS BLVD (E/B) @,70TH ST,40.734111,-73.874358,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101623,GTV9628,NY,PAS,01/01/2018,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0802P,,QN,,,EB GRAND CENTRAL PKW,Y SVC RD @ 72ND RD,40.7288282,-73.8394849,0,1111,D,T,,,,BK,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101611,HMY1097,PA,PAS,01/01/2018,7,SDN,INFIN,V,0,0,0,0,,0,0,0,,,0759P,,QN,,,L.I.E. N. SVC ROAD (,W/B) @ COLLEGE PT BL,35.4465535,-97.6893353,0,1111,D,T,,,,,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101570,GJR3452,NY,PAS,01/01/2018,7,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0715P,,ST,,,RICHMOND AVE (N/B) @,W CASWELL AVE,29.728148,-95.5563765,0,1111,D,T,,,,BK,,2010,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101490,HRP4916,NY,OMS,01/01/2018,7,4DSD,HYUND,V,0,15510,0,0,,0,0,0,,,0755P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,WH,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101477,HBB3218,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0751P,,BK,,,REMSEN AVE (N/B) @ W,INTHROP ST,40.6467466,-73.91323109999999,0,1111,D,T,,,,BK,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101465,HSR5893,NY,PAS,01/01/2018,7,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0744P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,44.9950345,-93.3753048,0,1111,D,T,,,,BK,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101453,HUS2044,NY,PAS,01/01/2018,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0742P,,BX,,,3RD AVE (S/B) @ E 13,5TH ST,39.7263634,-121.8404671,0,1111,D,T,,,,BK,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101441,GVH2019,NY,PAS,01/01/2018,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0741P,,QN,,,VAN WYCK EXP SVC RD,(N/B) @ ROCKAWAY BLV,40.652515,-73.806961,0,1111,D,T,,,,MR,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101430,HGV8818,NY,PAS,01/01/2018,7,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0740P,,QN,,,NORTHERN BLVD (W/B),@ DOUGLASTON PKWY,39.368462,-76.566901,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101404,GLR1252,NY,PAS,01/01/2018,7,4DSD,HYUND,V,0,0,0,0,,0,0,0,,,0733P,,QN,,,HORACE HARDING EXPWY,(E/B) @ OCEANIA ST,40.745377,-73.77248449999999,0,1111,D,T,,,,BK,,2013,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101398,GFW4653,NY,PAS,01/01/2018,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0733P,,QN,,,HORACE HARDING EXPWY,(E/B) @ 173RD ST,40.745377,-73.77248449999999,0,1111,D,T,,,,GY,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101131,GBV4179,NY,PAS,01/01/2018,7,SUBN,BUICK,V,0,0,0,0,,0,0,0,,,0705P,,BX,,,BRUCKNER BLVD (E/B),@ BRONX RIVER PKWY R,40.8239534,-73.87712979999999,0,1111,D,T,,,,WH,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101118,HDC7882,NY,PAS,01/01/2018,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0703P,,QN,,,SEAGIRT BLVD (W/B) @,BEACH 9TH ST,40.5952173,-73.75321269999999,0,1111,D,T,,,,MR,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101088,GVS5367,NY,PAS,01/01/2018,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0701P,,QN,,,SB 108TH ST @ HORACE,HARDING EXPY N,40.7406992,-73.8536185,0,1111,D,T,,,,WH,,2012,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101064,HSB2485,NY,PAS,01/01/2018,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0659P,,BK,,,PENNSYLVANIA AVE (N/,B) @ LINDEN BLVD,44.9950345,-93.3753048,0,1111,D,T,,,,WH,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101052,H47HBM,NJ,PAS,01/01/2018,7,4 DR,TOYOT,V,0,0,0,0,,0,0,0,,,0658P,,BK,,,CONEY ISLAND AVE (S/,B) @ DORCHESTER RD,40.6136033,-73.9631313,0,1111,D,T,,,,WT,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100101003,HBU2652,NY,PAS,01/01/2018,7,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,0643P,,BK,,,FLATBUSH AVE (N/B) @,EASTERN PKWY,40.6417053,-73.9564329,0,1111,D,T,,,,BL,,1998,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100990,GPU7561,NY,PAS,01/01/2018,7,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,0643P,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,40.8331301,-73.8603449,0,1111,D,T,,,,BK,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100977,HWG8160,NY,PAS,01/01/2018,7,SUBN,INFIN,V,0,0,0,0,,0,0,0,,,0642P,,BK,,,ATLANTIC AVE (E/B) @,KINGSTON AVE,39.3614154,-74.43051679999999,0,1111,D,T,,,,BK,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100965,GJR3444,NY,PAS,01/01/2018,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0641P,,BX,,,W FORDHAM RD (W/B) @,CEDAR AVE,40.8628267,-73.9075921,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100953,KLK0680,PA,PAS,01/01/2018,7,SDN,NISSA,V,0,0,0,0,,0,0,0,,,0641P,,BX,,,GRAND CONCOURSE (N/B,) @ E 162ND ST,40.8278259,-73.9215944,0,1111,D,T,,,,,,2005,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100941,HKB6428,NY,PAS,01/01/2018,7,2DSD,HONDA,V,0,15510,0,0,,0,0,0,,,0641P,,BK,,,HAMILTON AVE (N/B) @,CLINTON ST,39.342247,-76.545557,0,1111,D,T,,,,WH,,1991,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100930,HMU2707,NY,PAS,01/01/2018,7,4DSD,CHEVR,V,0,0,0,0,,0,0,0,,,0640P,,BK,,,CLASSON AVE (N/B) @,FLUSHING AVE,40.6844907,-73.9591228,0,1111,D,T,,,,WH,,2014,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100928,HWF3954,NY,PAS,01/01/2018,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0637P,,MN,,,12TH AVE (N/B) @ W 5,7TH ST,40.7560399,-74.0028277,0,1111,D,T,,,,GY,,2017,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100916,KKA7747,PA,PAS,01/01/2018,7,SW,MITSU,V,0,0,0,0,,0,0,0,,,0637P,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,40.8331301,-73.8603449,0,1111,D,T,,,,,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
5100100898,HDE7295,NY,PAS,01/01/2018,7,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0631P,,QN,,,ASTORIA BLVD (W/B) @,STEINWAY ST,40.7634541,-73.8804084,0,1111,D,T,,,,WH,,1999,,0,,FAILURE TO STOP AT RED LIGHT,,,
